age,gender,height,weight,body_fat_percentage,Resting_BPM,active_BPM,Exercise
35,M,183.1,77.4,15.9,87,109,Hiking
61,F,154.3,53.9,32,86,113,Tai Bo
31,M,172.8,67.6,20,86,118,Rock Climbing
24,M,183.4,106.4,28.2,86,121,Weightlifting
18,M,171.6,64.9,22.3,86,115,Horseback Riding
27,F,159.9,51.1,28,86,115,Bicycle Riding
17,M,174,66.9,14.5,86,118,Dodgeball
52,M,171.8,69.5,19.3,86,104,Football
64,F,152.7,38.5,13.1,86,130,Walking
44,F,160.1,45.7,27.2,86,119,Jogging
25,F,160.2,53.9,25.8,86,115,Treadmill Running
18,M,170.1,84.3,26.4,86,111,Cycling
61,F,159.4,61.1,26.4,86,119,Swimming
18,F,165,66.5,32.7,86,110,Dancing
29,F,163.6,54.4,21.8,86,99,Aerobics
19,M,173,67.4,15.5,86,127,Gymnastics
16,M,180.4,62.1,8.5,86,114,Pilates
28,M,168.7,66.8,19.3,86,104,Yoga
19,M,177.9,66.6,20.9,85,128,Golf
22,F,168.3,52.2,24.2,85,119,Bowling
38,F,157.2,57,33.1,85,113,Table Tennis
21,F,155.3,42.5,21,85,124,Hiking
47,M,163.9,76.4,28.2,85,115,Tai Bo
22,M,176.1,59,16.1,85,103,Rock Climbing
20,M,168.9,57.8,13.6,85,124,Weightlifting
19,M,166.9,62.32,15.9,85,107,Horseback Riding
29,F,161.5,47.4,22,85,128,Bicycle Riding
18,M,179.1,76,18.6,85,104,Dodgeball
18,M,180,87.1,27.3,85,115,Football
18,M,178.8,63.4,12.5,85,106,Walking
34,M,173.3,68.9,20.1,85,98,Jogging
54,F,160,59,34.7,85,120,Treadmill Running
18,M,166.1,68.8,17.5,85,113,Cycling
28,M,167.6,84.6,29.4,85,115,Swimming
60,M,170.1,80.9,32.9,85,132,Dancing
25,F,164.9,66.9,35.1,85,118,Aerobics
48,M,175.6,86.3,28.9,85,110,Gymnastics
18,M,174.4,75.9,21.7,85,124,Pilates
62,M,173,76.8,19.1,85,103,Yoga
24,M,164.9,85.6,35.4,85,113,Golf
24,M,164.8,84.9,35.5,85,104,Bowling
24,F,160.4,52.7,20.9,85,128,Table Tennis
61,M,163.5,62,24.1,84,119,Hiking
25,F,164.4,51.8,24.4,84,128,Tai Bo
51,F,156.5,62.5,38.2,84,99,Rock Climbing
62,F,156.9,55.3,37.6,84,114,Weightlifting
48,F,158.3,49.5,21.6,84,91,Horseback Riding
24,M,172.4,72,11.9,84,98,Bicycle Riding
38,M,159.9,59.34,11.7,84,114,Dodgeball
60,F,148.5,50.9,30.6,84,106,Football
53,F,156.4,50.7,32,84,141,Walking
16,M,167.8,64.6,16.2,84,102,Jogging
19,M,171.9,82.3,26.9,84,115,Treadmill Running
17,F,159.1,62.8,30.4,84,114,Cycling
61,M,171.4,71.2,22.2,84,101,Swimming
29,F,154.8,49.5,29.7,84,110,Dancing
48,F,156.8,59.9,34.2,84,113,Aerobics
42,F,166.7,55.5,21.3,84,113,Gymnastics
18,F,156.5,60.4,40,84,123,Pilates
33,M,173.2,72.4,26.6,84,115,Yoga
64,F,161.6,56,30.5,84,129,Golf
19,M,167.6,58.9,14.1,84,95,Bowling
43,M,175.9,69.8,9.2,84,102,Table Tennis
32,M,169.7,68.9,17.7,84,109,Hiking
33,M,173.4,74.8,18.5,84,107,Tai Bo
18,M,179.6,71.6,15.9,83,100,Rock Climbing
24,F,172.3,55.8,22.6,83,125,Weightlifting
24,M,174.6,57.7,11.8,83,99,Horseback Riding
22,M,179.9,78.2,28,83,125,Bicycle Riding
18,F,162.6,58.3,32,83,104,Dodgeball
18,M,175,66.7,16.1,83,119,Football
19,M,170,55.2,10.9,83,110,Walking
53,F,164,65.7,35.1,83,113,Jogging
34,F,166.8,68.8,38.1,83,115,Treadmill Running
23,M,183.3,94.24,23.6,83,128,Cycling
15,M,167.2,67.7,25.4,83,97,Swimming
22,F,162.1,59.6,29.4,83,103,Dancing
52,F,162.1,71.2,41.1,83,153,Aerobics
62,M,172.1,82.7,28,83,111,Gymnastics
39,F,163.4,61.7,30.9,83,102,Pilates
51,F,161.2,75.3,40.2,83,129,Yoga
24,M,179.6,82.2,10.8,83,109,Golf
57,M,169.3,80.8,27.6,83,107,Bowling
22,M,165.3,58.9,14.1,83,108,Table Tennis
31,M,169.7,84.3,32.9,83,100,Hiking
19,M,177.9,73.3,14.8,82,120,Tai Bo
17,M,180,81.1,21.6,82,120,Rock Climbing
29,F,166.9,78.5,31.4,82,110,Weightlifting
53,F,155.3,59.1,33.2,82,125,Horseback Riding
48,M,177.5,71.3,21.6,82,114,Bicycle Riding
58,F,156.1,65.2,34,82,106,Dodgeball
63,M,163.1,62.2,21,82,99,Football
18,F,170,75.3,28.1,82,126,Walking
17,M,167.5,54.8,14.8,82,100,Jogging
29,F,165.8,58.1,34.7,82,134,Treadmill Running
46,M,172.7,74.3,22.7,82,95,Cycling
57,F,155.4,61.7,33,82,112,Swimming
18,M,160.6,83.6,47.3,82,130,Dancing
18,F,162.5,60.3,37.2,82,133,Aerobics
20,M,180.1,85.5,23.3,82,123,Gymnastics
18,M,172.6,78.6,31.8,82,108,Pilates
63,M,172.3,75,24.1,82,102,Yoga
52,F,162.2,70,33.4,81,136,Golf
52,F,151.3,48.8,29.5,81,111,Bowling
24,F,165.4,62.4,25.4,81,105,Table Tennis
55,M,165.6,72,28.5,81,118,Hiking
24,M,173.3,78.7,19.8,81,106,Tai Bo
38,M,170.6,63.2,16.9,81,112,Rock Climbing
23,F,159.2,53.58,30.1,81,116,Weightlifting
15,M,174.2,56.6,10.5,81,88,Horseback Riding
51,F,150.5,49.9,30.9,81,109,Bicycle Riding
47,F,176.8,59.3,17.3,81,104,Dodgeball
54,F,159.2,61.4,31.5,81,103,Football
35,M,184.8,112.1,32.4,81,111,Walking
28,F,158.9,52.1,32,81,100,Jogging
18,M,182,83.1,22.9,80,89,Treadmill Running
18,M,177,80.2,26.6,80,132,Cycling
62,M,166.7,56.9,13.5,80,100,Swimming
46,F,158.7,64.1,37.4,80,133,Dancing
56,M,176.1,77,22.3,80,114,Aerobics
26,M,168.9,95.8,32.4,80,112,Gymnastics
18,M,170.3,82.4,19.7,80,103,Pilates
20,M,181.1,75.2,18.3,80,104,Yoga
49,F,163.4,63.2,32.7,80,133,Golf
63,F,143.2,45.8,35.9,80,130,Bowling
36,M,173.1,69.3,19,80,99,Table Tennis
22,M,184,77.8,14.1,80,113,Hiking
23,M,161.3,45.7,8.5,80,100,Tai Bo
61,M,173.3,74.5,21.6,80,99,Rock Climbing
23,F,155,67.4,40.6,80,120,Weightlifting
31,F,161.9,48.6,23.5,80,113,Horseback Riding
63,M,183.1,73.46,20.3,80,125,Bicycle Riding
17,F,160.9,61.74,33.4,80,82,Dodgeball
28,M,177.7,70.5,14.4,80,110,Football
18,M,177.2,65.2,9,80,102,Walking
17,M,178.4,66.4,13.7,80,99,Jogging
30,F,155.5,42.8,19,80,121,Treadmill Running
63,M,169.6,76.6,26.3,79,115,Cycling
21,F,167.4,53.3,27.2,79,110,Swimming
18,M,178.1,62.1,9.1,79,115,Dancing
61,F,150.1,50.8,31.1,79,81,Aerobics
25,F,150.8,47.2,18.8,79,114,Gymnastics
64,M,170.4,75.3,24.5,79,105,Pilates
62,F,152.8,47.9,32.5,79,113,Yoga
29,F,159.1,48.18,30.1,79,115,Golf
61,M,166.9,75.7,28.3,79,99,Bowling
60,F,153.8,52.6,36.5,79,118,Table Tennis
15,M,183.6,74.3,11,79,118,Hiking
49,F,161.5,56.3,27.1,79,137,Tai Bo
58,F,159.3,62.1,31.3,79,101,Rock Climbing
19,M,179.6,92.9,21.9,79,91,Weightlifting
18,M,189.1,96.1,14.5,79,116,Horseback Riding
18,M,177.3,60.5,19.3,79,105,Bicycle Riding
18,F,165.3,54.2,30.2,79,114,Dodgeball
19,M,174.2,105.6,32.1,79,129,Football
19,M,182.7,83,17.2,79,104,Walking
33,F,165.4,71.9,34.6,79,124,Jogging
30,F,154.8,52,27.2,78,109,Treadmill Running
63,F,163.7,68.9,35.1,78,122,Cycling
43,M,173.1,91.4,29.6,78,116,Swimming
59,M,162.3,52.9,15.8,78,94,Dancing
45,M,162.6,67,20.5,78,123,Aerobics
62,M,173.8,71.1,23,78,94,Gymnastics
61,F,159.9,60.2,36.2,78,111,Pilates
51,F,152,54.7,29.1,78,103,Yoga
20,M,167.4,67,29.6,78,108,Golf
50,F,160.8,63.5,33.9,78,142,Bowling
19,M,176.5,60.3,10.4,78,113,Table Tennis
23,M,166,62.8,18.8,78,124,Hiking
34,F,162.2,58.8,21.6,78,104,Tai Bo
21,F,160.6,56.9,30.5,78,105,Rock Climbing
17,M,183.6,67.9,9.5,78,100,Weightlifting
63,M,174.8,76,20.7,77,96,Horseback Riding
22,M,179.2,88.8,34,77,122,Bicycle Riding
62,M,171.9,58,13.1,77,99,Dodgeball
18,F,162.7,56.4,26.1,77,73,Football
34,F,155.6,45.7,31.9,77,127,Walking
62,F,145.8,48.8,36.7,77,120,Jogging
13,M,164.7,45.4,12.7,77,125,Treadmill Running
63,M,176.2,69.7,16.1,77,120,Cycling
55,F,150.2,41,25.8,77,113,Swimming
56,F,170.7,56.4,27.5,76,108,Dancing
24,F,165,58.6,31.6,76,96,Aerobics
21,F,159.5,55.2,24.5,76,109,Gymnastics
18,M,172.7,68.2,12.5,76,116,Pilates
20,M,177.3,64.8,9.2,76,104,Yoga
63,F,158.4,64.9,34,76,119,Golf
18,M,172.8,73.5,17.6,76,108,Bowling
50,F,151.8,53.6,24,76,104,Table Tennis
50,F,162.5,53,19.2,76,99,Hiking
62,M,163.7,59.2,27.6,76,90,Tai Bo
26,M,174.9,66.6,15.8,76,107,Rock Climbing
21,M,176,78.3,25.4,76,116,Weightlifting
19,M,173,70.8,17.5,76,102,Horseback Riding
26,F,166.4,48.8,18.7,75,110,Bicycle Riding
24,M,177.2,86.9,31.6,75,125,Dodgeball
60,F,150.5,59.2,44.3,75,99,Football
63,F,155.4,55.9,28.7,75,112,Walking
17,M,170.7,53.06,6.8,75,85,Jogging
45,F,160.7,64.6,25.2,75,114,Treadmill Running
35,F,151.8,50.72,34.2,75,115,Cycling
60,F,154.7,56.2,34.4,75,88,Swimming
32,M,170.1,63.2,10.6,75,95,Dancing
15,F,162,42.8,16.1,75,119,Aerobics
15,M,173.2,71.8,16.7,75,105,Gymnastics
14,F,166.2,53.4,23.1,75,112,Pilates
53,F,154.3,50,16.6,75,119,Yoga
28,M,176.4,77.6,20,75,104,Golf
58,F,156.7,56.7,35.4,75,120,Bowling
63,M,172,70.6,18.9,75,105,Table Tennis
27,M,179.9,83.8,22.6,75,104,Hiking
60,M,170.8,66.2,24.1,74,120,Tai Bo
42,F,165.4,62.8,26.8,74,102,Rock Climbing
32,M,175.6,81.7,25.2,74,94,Weightlifting
55,F,157.1,63.4,41.1,74,126,Horseback Riding
47,M,170.4,74.5,24.7,74,107,Bicycle Riding
58,M,179.3,77,14.9,74,90,Dodgeball
56,F,158.4,49.4,23.5,74,98,Football
17,M,173.3,76,19.4,74,91,Walking
62,F,147.7,44.9,27.1,74,122,Jogging
15,M,171.8,67.3,26.6,74,121,Treadmill Running
56,F,162.8,49.5,27.2,74,103,Cycling
19,F,157.2,48.8,30.2,74,120,Swimming
52,F,164.2,84.7,41.7,74,104,Dancing
20,F,163.7,65.1,28.6,74,115,Aerobics
18,F,162.2,86.4,41.5,74,135,Gymnastics
49,M,176.6,85.9,21.9,74,104,Pilates
25,M,165.5,59.1,20.9,73,82,Yoga
63,M,170.9,65.3,22.3,73,127,Golf
63,F,155.4,53.8,34.6,73,112,Bowling
18,F,174.2,86.8,34.6,73,109,Table Tennis
58,F,160.4,54.4,24.7,73,97,Hiking
58,M,165.8,69.1,20.8,73,93,Tai Bo
36,M,170.9,66.7,19.5,73,110,Rock Climbing
26,F,159.8,51.1,21.8,73,101,Weightlifting
21,F,151.7,58.8,38,73,120,Horseback Riding
48,F,160.3,59.4,27.6,73,99,Bicycle Riding
28,M,175.2,82.7,25.7,73,112,Dodgeball
62,F,160.1,68.5,32.7,73,116,Football
28,M,181.3,89.7,19.1,73,99,Walking
17,M,165.7,71.6,16,72,98,Jogging
20,F,159.2,56.1,34.2,72,100,Treadmill Running
53,M,176.9,88.2,26.6,72,101,Cycling
63,M,162.9,65.9,23.1,72,100,Swimming
56,F,153,48.9,28.8,72,115,Dancing
22,F,164.9,61,32.8,72,84,Aerobics
21,F,156,47.6,24.1,72,90,Gymnastics
25,F,169.6,71.7,34.3,72,118,Pilates
18,M,176.7,94.4,31.6,72,121,Yoga
60,M,163.6,67.6,19.8,72,89,Golf
57,F,160.8,48,22.5,71,109,Bowling
48,M,167.5,70.2,13.9,71,108,Table Tennis
36,F,158,77.6,44.6,71,106,Hiking
35,M,173.1,84.8,25.8,71,101,Tai Bo
16,M,171.8,53,10.9,71,97,Rock Climbing
57,M,169.7,65.7,13.9,71,113,Weightlifting
46,F,162.4,74.4,35.6,71,114,Horseback Riding
27,F,160.1,54.3,34.3,71,105,Bicycle Riding
20,M,181.3,75.2,16.8,70,100,Dodgeball
20,F,172.8,65.6,22.3,70,108,Football
42,M,167.2,70.2,19.8,70,105,Walking
63,F,152.9,54.6,37.4,70,98,Jogging
31,M,176.9,71.8,13.2,70,100,Treadmill Running
19,M,177.9,71.2,23.6,70,108,Cycling
15,M,174.7,65.5,14.5,70,84,Swimming
40,F,167.7,57.1,20.2,70,93,Dancing
49,M,172.3,84.1,25.2,70,104,Aerobics
18,M,163.5,62.3,18.3,70,115,Gymnastics
18,M,181.2,83.4,15.2,70,95,Pilates
28,M,180.7,88,22.6,69,101,Yoga
30,F,165.5,66.1,35,69,110,Golf
51,F,161.5,51.7,21.4,69,105,Bowling
20,M,172.6,85.3,30.5,69,114,Table Tennis
18,M,182.3,70.9,16.4,69,82,Hiking
15,M,169.5,63.8,14.9,69,97,Tai Bo
47,F,157.4,56.5,25.4,69,93,Rock Climbing
28,M,169,78.5,21.6,69,99,Weightlifting
31,F,153.9,53.2,27.9,69,109,Horseback Riding
19,F,163.9,48.4,25.7,68,86,Bicycle Riding
54,M,184,67.5,11.9,68,64,Dodgeball
19,M,168.7,78.4,29.5,68,102,Football
49,F,153.5,47.5,24.9,68,106,Walking
59,M,190,104.8,20,68,84,Jogging
18,M,170,65.1,10.8,68,107,Treadmill Running
61,F,161.9,61.7,30.7,68,123,Cycling
26,F,163.4,53.5,26.4,68,91,Swimming
18,M,174.5,83.4,28.3,68,104,Dancing
37,F,156,44.3,25.2,67,94,Aerobics
19,F,170.4,73.5,34,67,114,Gymnastics
58,M,173,78.7,29.1,67,87,Pilates
61,F,154.4,58.9,38.2,67,110,Yoga
20,F,170.2,67.3,76,66,117,Golf
64,M,168.9,83.1,35.8,66,105,Bowling
17,M,181.6,71.2,8.3,66,97,Table Tennis
16,M,171.9,81.8,19.8,66,129,Hiking
52,M,164,65.1,23.6,66,90,Tai Bo
18,M,174.7,71.9,19.4,66,98,Rock Climbing
24,F,166,53.1,21.1,65,94,Weightlifting
44,F,156.2,49.9,24.7,65,88,Horseback Riding
15,M,176.4,67.4,15.6,65,127,Bicycle Riding
21,F,162,55.6,26.7,65,109,Dodgeball
61,M,172.4,58.2,12.7,65,96,Football
18,M,181.3,76.6,16,65,94,Walking
19,M,172.6,61.4,9.4,64,91,Jogging
58,F,158,50,27,64,107,Treadmill Running
26,F,157.5,61.9,32.4,64,105,Cycling
18,M,172,59.2,8.2,63,107,Swimming
38,M,179.4,63.4,8.8,63,67,Dancing
24,M,175.6,93.8,33.7,63,120,Aerobics
64,F,154.7,67.1,41.9,63,103,Gymnastics
38,F,153.9,47.4,14.8,63,99,Pilates
32,M,171.4,63.5,8,62,77,Yoga
55,M,170.9,81.9,30.6,61,81,Golf
60,M,167.9,71.1,19.4,61,97,Bowling
28,F,163.6,57.4,13.5,61,90,Table Tennis
64,M,166.3,69.6,18.1,61,74,Hiking
56,F,160.9,53.9,23.2,61,91,Tai Bo
40,F,162.8,76.2,39.3,60,90,Rock Climbing
33,F,160,46.4,24,60,96,Weightlifting
24,F,166,48.6,23.7,58,100,Horseback Riding
56,F,154,53,27.9,58,93,Bicycle Riding
50,M,167.2,73,27.8,57,96,Dodgeball
60,M,169,67.2,21.9,56,100,Football
19,M,171.7,68.5,15.5,55,84,Walking
58,M,167.8,60.3,18.5,55,85,Jogging
52,M,172.8,83.4,26.4,53,84,Treadmill Running
55,F,158.4,54.3,31.6,52,84,Cycling
18,M,166.2,72.1,34,130,154,Swimming
19,M,174.9,77.5,22.6,127,149,Dancing
32,M,183.8,126.2,43.7,126,150,Aerobics
27,F,153.6,48.3,34.3,126,152,Gymnastics
55,M,175.4,79.8,27.5,125,149,Pilates
18,F,169.2,59.22,21.7,124,161,Yoga
23,M,169.4,45.3,14.1,124,152,Golf
18,M,184,118.8,31.3,124,117,Bowling
52,F,159.5,56.8,26.4,123,160,Table Tennis
20,F,162.7,54.6,35.8,120,157,Hiking
19,M,168.9,69.7,26.2,118,135,Tai Bo
14,M,174.2,111.9,41.6,118,156,Rock Climbing
26,M,173.1,65.1,13.7,117,129,Weightlifting
19,M,185.2,78.6,15.1,117,125,Horseback Riding
19,F,167.1,49.5,19.3,117,110,Bicycle Riding
26,F,163.3,49.6,23.8,117,141,Dodgeball
26,F,171.2,63.9,32.7,116,144,Football
18,M,178.8,66.4,12.4,115,135,Walking
18,M,188.6,74.9,9.5,114,143,Jogging
19,M,185.8,83.8,29.9,114,130,Treadmill Running
59,M,171.3,67.4,21.7,114,135,Cycling
60,M,170.3,73.3,13.6,114,136,Swimming
18,F,161.5,61.4,31.5,113,158,Dancing
54,F,159.4,60.9,37.9,113,141,Aerobics
33,M,171.9,61.8,24.1,112,140,Gymnastics
26,M,184.8,88.7,23.7,112,131,Pilates
18,F,153.3,50.1,23.8,111,159,Yoga
15,M,165.6,52.6,15.6,110,134,Golf
21,F,165.3,60,32.2,110,136,Bowling
23,M,181.7,102.3,33.6,110,124,Table Tennis
29,M,167.4,80.8,26.3,109,135,Hiking
15,M,167.1,86.5,41.7,109,142,Tai Bo
29,F,171.7,81.2,36.5,109,139,Rock Climbing
20,M,179.4,65.6,8.6,109,120,Weightlifting
18,M,174.5,83.9,23.7,109,122,Horseback Riding
13,M,151.4,63.9,37.8,108,128,Bicycle Riding
22,F,165.9,62.2,27,108,140,Dodgeball
62,F,159.1,52,27.9,108,133,Football
18,M,170.2,68.4,13.9,108,129,Walking
18,M,176,87.3,28.3,108,129,Jogging
26,M,178.3,76.7,25.3,108,120,Treadmill Running
43,M,181.5,90.4,25.2,107,122,Cycling
38,M,188.1,89.7,16.1,107,133,Swimming
31,F,157.5,66.4,37.4,106,144,Dancing
36,M,175.8,65.3,17.7,106,130,Aerobics
20,M,181,85.5,19.2,106,117,Gymnastics
19,M,167.9,63.9,16.7,106,129,Pilates
23,F,159.2,53.4,28.6,105,134,Yoga
51,F,163,55.5,29.7,105,150,Golf
57,M,168,70.1,24.4,105,138,Bowling
20,F,159.6,64.7,41.9,105,154,Table Tennis
57,M,163.1,77.5,28.8,105,110,Hiking
19,M,176.7,73.1,11.6,105,127,Tai Bo
21,F,156.1,50.4,32.9,104,140,Rock Climbing
24,M,172.2,73.5,18.2,104,129,Weightlifting
46,M,171.3,63.4,18,104,135,Horseback Riding
61,M,169.4,63.6,23.2,104,141,Bicycle Riding
56,F,153.6,50.2,32,104,139,Dodgeball
19,M,178.8,73.7,16.6,104,120,Football
25,F,167.7,52.2,25.3,103,140,Walking
39,M,165,65.5,21.5,103,117,Jogging
24,F,166.8,44,17.7,103,138,Treadmill Running
17,M,171.4,75.34,19.4,103,145,Cycling
24,F,164.8,49.4,25.2,102,127,Swimming
21,F,157.1,43.14,25.1,102,128,Dancing
27,M,174.5,65.1,14.7,102,108,Aerobics
57,M,175.7,89.4,29.4,102,124,Gymnastics
18,M,170.1,63.7,14.1,102,132,Pilates
18,M,172.5,67.8,24.2,102,115,Yoga
27,F,155.9,62.8,34.2,101,148,Golf
57,F,148.2,44.3,30.3,101,117,Bowling
23,M,169.9,64.9,20.5,101,135,Table Tennis
17,M,175.1,91.2,24,100,142,Hiking
24,F,160.8,56.1,35.4,100,103,Tai Bo
26,M,183.7,93.5,25.1,100,116,Rock Climbing
18,F,152.4,59.1,33.9,100,113,Weightlifting
16,M,168.5,73.7,30.3,100,151,Horseback Riding
18,M,176.2,60.8,12.7,100,119,Bicycle Riding
17,F,158.9,52.1,34.2,100,135,Dodgeball
20,F,164.2,59.9,28.4,100,135,Football
33,F,162.1,61.7,30.2,100,105,Walking
18,F,163,66.7,41.9,100,90,Jogging
35,F,170,69.3,29.2,100,148,Treadmill Running
23,M,169.3,66.2,17.3,100,118,Cycling
52,F,160.8,66.3,31.5,100,130,Swimming
56,F,156.1,72.4,40,100,136,Dancing
18,F,165.1,58.1,21.1,100,115,Aerobics
18,M,188.7,71.5,10.4,100,119,Gymnastics
18,M,174.3,90.4,35.2,100,144,Pilates
26,F,161.8,55.9,31.2,99,130,Yoga
21,F,165,55.2,29.5,99,124,Golf
51,F,153.2,54.3,34.1,99,125,Bowling
24,F,148,44.1,27.4,99,112,Table Tennis
21,F,166,65.6,33,99,123,Hiking
25,F,165.4,54.1,29.8,99,145,Tai Bo
25,F,171.2,50.4,19.9,99,119,Rock Climbing
25,M,183.5,107.6,33.3,99,135,Weightlifting
33,M,180.2,71.5,23.3,99,102,Horseback Riding
18,M,176.3,67.7,19.3,99,110,Bicycle Riding
19,M,164.2,52.7,10.9,99,118,Dodgeball
18,M,181,69.7,13.9,99,154,Football
18,M,171.3,54.3,8.1,99,119,Walking
22,M,173.2,66.7,14.8,99,131,Jogging
24,F,150.7,39.3,25,99,130,Treadmill Running
18,M,164.4,43.4,8.9,99,125,Cycling
18,M,167.7,73.9,23.7,99,139,Swimming
13,M,168.2,47.6,11.9,99,113,Dancing
15,M,167.5,84.6,38.9,99,144,Aerobics
22,M,172.3,62.9,15.2,99,136,Gymnastics
21,M,180.3,76.7,14.5,99,122,Pilates
15,M,170.8,50.7,10.2,99,145,Yoga
36,F,163.5,59.8,24.4,99,130,Golf
18,F,159.2,54.8,35.3,99,148,Bowling
19,M,180.6,111.9,35.4,99,120,Table Tennis
56,F,153.2,58,39,99,131,Hiking
18,F,168.6,67.5,36.7,99,142,Tai Bo
47,M,175.5,88.9,25.4,99,133,Rock Climbing
63,M,173,81.2,32.2,98,106,Weightlifting
18,F,157.5,67.5,37.2,98,137,Horseback Riding
32,M,174,89,31.4,98,123,Bicycle Riding
20,F,176.5,62.6,26.4,98,139,Dodgeball
15,M,170.2,67.1,11.8,98,115,Football
25,F,160.1,54.8,22.2,98,131,Walking
18,M,171.3,104.9,35.1,98,152,Jogging
63,M,164.4,61.4,22.4,98,118,Treadmill Running
18,M,188.5,85.1,13.6,98,132,Cycling
24,M,168.8,56.2,13.7,98,115,Swimming
21,F,165.7,65.3,33.3,98,118,Dancing
20,F,159.4,76.5,44.6,98,146,Aerobics
18,M,182.2,105.4,29.6,98,119,Gymnastics
28,M,175.2,72.6,26.1,98,135,Pilates
17,M,167,63.9,23.9,98,132,Yoga
15,M,174,47,11.3,98,123,Golf
32,F,157.5,98.9,49.9,98,133,Bowling
37,F,154.9,50,24.2,98,115,Table Tennis
63,M,167.2,68,26.1,98,154,Hiking
20,M,177.5,77.4,21.8,98,140,Tai Bo
55,F,157.5,64.6,38,98,152,Rock Climbing
17,F,152.2,53.4,39.1,98,134,Weightlifting
22,F,156.8,67,42.2,98,136,Horseback Riding
21,M,189.1,73.1,10,98,93,Bicycle Riding
18,F,166.3,85.1,38.2,98,134,Dodgeball
20,M,176,74.3,21.1,97,133,Football
21,F,162.8,52.6,23.2,97,126,Walking
17,F,158.6,47,32,97,140,Jogging
45,M,181.4,84.4,14.9,97,118,Treadmill Running
59,F,146.8,52.2,41.9,97,129,Cycling
22,M,182.3,73.58,17.6,97,112,Swimming
19,M,167.1,63.1,17.9,97,125,Dancing
21,M,180.2,83.42,14.5,97,123,Aerobics
20,M,172.9,75.7,20.4,97,118,Gymnastics
14,M,176,55.9,12.9,97,137,Pilates
31,M,169.2,75.5,27.9,97,123,Yoga
18,M,170.1,89.3,25.2,97,119,Golf
22,F,154.8,57.8,35.7,97,125,Bowling
59,M,157.9,53.1,15.7,97,131,Table Tennis
51,F,163.7,58.7,25.9,97,125,Hiking
39,M,172.7,74.1,16.5,97,113,Tai Bo
51,M,174.8,73.7,20.2,97,120,Rock Climbing
44,F,162.7,69.7,39.2,97,114,Weightlifting
22,F,166.4,51.2,24.2,96,123,Horseback Riding
23,F,163,41.9,19.6,96,116,Bicycle Riding
25,F,164,48.8,23.3,96,121,Dodgeball
52,F,163.1,76.7,40.8,96,140,Football
23,F,168,58.7,18.1,96,104,Walking
14,M,165.6,51.3,12.2,96,127,Jogging
17,M,176.7,84.6,29.2,96,130,Treadmill Running
20,F,166.8,59.5,28,96,132,Cycling
18,M,179.5,64.1,13.9,96,125,Swimming
20,F,161.5,60.8,28.4,96,119,Dancing
41,F,160.7,57.4,34.3,96,127,Aerobics
26,F,162.2,52.2,27.9,96,113,Gymnastics
25,M,174.3,78.2,28.2,96,124,Pilates
59,M,166.8,69.1,22.8,96,123,Yoga
52,M,165,71.7,26.3,96,117,Golf
18,M,170.8,70.9,29,96,126,Bowling
18,F,156.6,61.3,36.9,96,127,Table Tennis
23,M,174.5,91.5,33.1,96,117,Hiking
52,M,176.4,73.2,10.4,96,110,Tai Bo
23,F,163,71.2,40.4,95,112,Rock Climbing
49,F,168,80.5,45.1,95,144,Weightlifting
27,F,166.6,48,20.5,95,142,Horseback Riding
20,M,173.1,72.8,13.3,95,113,Bicycle Riding
51,F,151.6,54.8,35,95,129,Dodgeball
15,M,172.8,62.6,18,95,127,Football
63,M,168.4,57.8,21.5,95,126,Walking
20,M,179.6,79.8,18,95,106,Jogging
20,M,181.6,65.2,17.6,95,116,Treadmill Running
18,M,175.5,66.3,22.1,95,115,Cycling
19,F,163.6,71.3,41.2,95,131,Swimming
18,F,162.4,55.5,30.1,95,131,Dancing
18,M,180.8,69.2,8.1,95,114,Aerobics
18,M,170.7,54.9,13.5,95,112,Gymnastics
46,M,161.5,74.5,25.6,95,115,Pilates
62,F,154,54.8,23.7,95,131,Yoga
57,M,178.1,73.5,20,95,124,Golf
63,M,174,60.8,19,95,113,Bowling
24,F,160,66.6,36.9,95,114,Table Tennis
48,F,161.4,64.2,32.8,95,136,Hiking
23,M,172.7,61.8,14.7,95,110,Tai Bo
32,F,159.1,57.8,24.8,95,111,Rock Climbing
18,M,177.9,71.5,17.6,95,130,Weightlifting
26,M,171.1,69.9,19.6,95,121,Horseback Riding
18,M,173.2,60.3,8.4,95,120,Bicycle Riding
19,F,163.8,69.3,30.4,95,,Dodgeball
20,M,171.7,61.6,21.1,94,123,Football
61,M,169,62.7,22.8,94,115,Walking
24,M,178.6,79,19.8,94,114,Jogging
23,F,155.2,46.5,19.6,94,104,Treadmill Running
31,F,158.6,53.4,26,94,114,Cycling
60,M,167.3,60.6,20.4,94,122,Swimming
18,M,172.5,73.5,15.1,94,115,Dancing
16,M,180.9,66.1,12.5,94,128,Aerobics
18,M,173.9,66.7,14.2,94,115,Gymnastics
25,F,161.1,52.5,21.4,94,104,Pilates
22,M,186,51.5,12.7,94,113,Yoga
18,M,173.8,61.7,13.3,94,104,Golf
56,M,176.5,83.8,26.4,94,112,Bowling
61,F,165.5,63.1,31.8,94,118,Table Tennis
21,M,174.8,82.1,26.6,94,116,Hiking
35,F,164.5,79,43,94,151,Tai Bo
52,F,159.7,76.9,40,94,125,Rock Climbing
17,M,174.2,74.74,20.5,94,124,Weightlifting
